image_id,path,height,width,viewpoint,date,timestamp,whale_id,encounter_id
train0025,images/train0025.jpg,676,224,top,2017-08-04,2017-08-04 21:00:09,whale023,whale023-000
train0026,images/train0026.jpg,385,106,top,2019-08-29,2019-08-29 13:08:21,whale024,whale024-000
train0027,images/train0027.jpg,585,213,top,2018-08-25,2018-08-25 22:05:30,whale025,whale025-000
train0028,images/train0028.jpg,433,91,top,2018-08-10,2018-08-10 22:42:38,whale026,whale026-000
train0029,images/train0029.jpg,389,148,top,2019-08-26,2019-08-26 09:36:05,whale027,whale027-000
train0030,images/train0030.jpg,259,102,top,2019-08-26,2019-08-26 10:08:14,whale008,whale008-001
train0031,images/train0031.jpg,633,220,top,2018-08-25,2018-08-25 22:22:48,whale028,whale028-000
train0032,images/train0032.jpg,517,169,top,2018-08-10,2018-08-10 23:11:57,whale015,whale015-001
train0033,images/train0033.jpg,655,212,top,2018-08-30,2018-08-30 00:52:33,whale029,whale029-000
train0034,images/train0034.jpg,479,167,top,2019-08-05,2019-08-05 18:14:55,whale030,whale030-000
train0035,images/train0035.jpg,775,286,top,2017-08-19,2017-08-19 19:56:43,whale031,whale031-000
train0036,images/train0036.jpg,547,162,top,2019-08-28,2019-08-28 12:42:42,whale032,whale032-000
train0037,images/train0037.jpg,431,167,top,2019-08-30,2019-08-30 15:07:16,whale033,whale033-000
train0038,images/train0038.jpg,414,108,top,2017-08-07,2017-08-07 19:58:12,whale034,whale034-000
train0039,images/train0039.jpg,449,137,top,2019-08-26,2019-08-26 10:31:48,whale035,whale035-000
train0040,images/train0040.jpg,577,116,top,2019-08-26,2019-08-26 09:36:05,whale036,whale036-000
train0041,images/train0041.jpg,490,185,top,2019-08-29,2019-08-29 13:18:45,whale010,whale010-001
train0042,images/train0042.jpg,468,159,top,2019-08-28,2019-08-28 12:25:53,whale037,whale037-000
train0043,images/train0043.jpg,526,182,top,2017-08-05,2017-08-05 22:35:36,whale038,whale038-000
train0044,images/train0044.jpg,320,140,top,2017-08-07,2017-08-07 22:45:32,whale039,whale039-000
train0045,images/train0045.jpg,133,53,top,2019-08-29,2019-08-29 14:51:00,whale040,whale040-000
train0046,images/train0046.jpg,497,155,top,2018-08-08,2018-08-08 18:48:02,whale041,whale041-000
train0047,images/train0047.jpg,384,134,top,2018-08-30,2018-08-30 00:12:08,whale042,whale042-000
train0048,images/train0048.jpg,261,125,top,2018-08-09,2018-08-09 00:10:03,whale043,whale043-000
train0049,images/train0049.jpg,269,128,top,2017-08-07,2017-08-07 22:13:17,whale044,whale044-000
train0050,images/train0050.jpg,311,124,top,2019-08-28,2019-08-28 12:31:31,whale045,whale045-000
train0051,images/train0051.jpg,427,136,top,2017-08-04,2017-08-04 20:47:14,whale046,whale046-000
train0052,images/train0052.jpg,422,165,top,2019-08-05,2019-08-05 18:15:46,whale030,whale030-000
train0053,images/train0053.jpg,488,189,top,2017-08-24,2017-08-24 21:07:35,whale047,whale047-000
train0054,images/train0054.jpg,243,117,top,2017-08-23,2017-08-23 00:43:07,whale048,whale048-000
train0055,images/train0055.jpg,457,170,top,2019-08-30,2019-08-30 14:46:53,whale049,whale049-000
train0056,images/train0056.jpg,299,97,top,2019-08-29,2019-08-29 12:55:35,whale050,whale050-000
train0057,images/train0057.jpg,302,79,top,2019-08-05,2019-08-05 17:50:48,whale012,whale012-001
train0058,images/train0058.jpg,321,75,top,2019-08-29,2019-08-29 13:08:37,whale024,whale024-000
train0059,images/train0059.jpg,349,128,top,2017-08-04,2017-08-04 20:48:13,whale051,whale051-000
train0060,images/train0060.jpg,306,140,top,2018-08-08,2018-08-08 23:50:12,whale052,whale052-000
train0061,images/train0061.jpg,556,177,top,2019-08-28,2019-08-28 12:42:28,whale053,whale053-000
train0062,images/train0062.jpg,377,166,top,2017-08-19,2017-08-19 19:50:07,whale054,whale054-000
train0063,images/train0063.jpg,302,93,top,2019-08-26,2019-08-26 09:35:15,whale008,whale008-001
train0064,images/train0064.jpg,452,183,top,2017-08-19,2017-08-19 21:43:41,whale055,whale055-000
train0065,images/train0065.jpg,392,118,top,2019-08-26,2019-08-26 10:34:30,whale056,whale056-000
train0066,images/train0066.jpg,573,3074,left,2017-08-07,2017-08-07 22:41:45,whale057,whale057-000
train0067,images/train0067.jpg,232,991,right,2017-08-07,2017-08-07 19:43:49,whale058,whale058-000
train0068,images/train0068.jpg,429,130,top,2018-08-30,2018-08-30 00:28:20,whale059,whale059-000
train0069,images/train0069.jpg,622,210,top,2017-08-07,2017-08-07 20:36:52,whale003,whale003-000
train0070,images/train0070.jpg,684,193,top,2018-08-09,2018-08-09 19:10:10,whale060,whale060-000
train0071,images/train0071.jpg,655,217,top,2018-08-09,2018-08-09 19:09:25,whale061,whale061-000
train0072,images/train0072.jpg,413,127,top,2019-08-29,2019-08-29 14:03:44,whale062,whale062-000
train0073,images/train0073.jpg,267,1056,right,2017-08-04,2017-08-04 19:37:58,whale063,whale063-000
train0074,images/train0074.jpg,394,161,top,2017-08-06,2017-08-06 20:23:40,whale064,whale064-000
train0075,images/train0075.jpg,297,75,top,2019-08-31,2019-08-31 20:43:59,whale035,whale035-001
train0076,images/train0076.jpg,382,2151,left,2017-08-07,2017-08-07 22:09:26,whale065,whale065-000
train0077,images/train0077.jpg,483,131,top,2019-08-29,2019-08-29 13:08:03,whale066,whale066-000
train0078,images/train0078.jpg,500,187,top,2019-08-26,2019-08-26 10:31:54,whale067,whale067-000
train0079,images/train0079.jpg,274,114,top,2017-08-03,2017-08-03 17:39:36,whale068,whale068-000
train0080,images/train0080.jpg,512,155,top,2019-07-30,2019-07-30 20:03:28,whale069,whale069-000
train0081,images/train0081.jpg,396,105,top,2019-08-29,2019-08-29 13:08:07,whale024,whale024-000
train0082,images/train0082.jpg,500,191,top,2018-08-10,2018-08-10 21:48:47,whale070,whale070-000
train0083,images/train0083.jpg,712,255,top,2018-08-25,2018-08-25 22:50:57,whale013,whale013-001
train0084,images/train0084.jpg,853,260,top,2018-08-09,2018-08-09 00:25:03,whale071,whale071-000
train0085,images/train0085.jpg,726,232,top,2018-08-08,2018-08-08 18:57:31,whale072,whale072-000
train0086,images/train0086.jpg,457,161,top,2019-08-30,2019-08-30 15:06:40,whale033,whale033-000
train0087,images/train0087.jpg,418,164,top,2019-08-30,2019-08-30 15:08:17,whale033,whale033-000
train0088,images/train0088.jpg,601,224,top,2018-08-30,2018-08-30 00:29:28,whale073,whale073-000
train0089,images/train0089.jpg,257,100,top,2019-08-28,2019-08-28 12:43:44,whale074,whale074-000
train0090,images/train0090.jpg,504,218,top,2018-08-30,2018-08-30 00:24:59,whale075,whale075-000
train0091,images/train0091.jpg,380,155,top,2019-08-05,2019-08-05 18:13:56,whale076,whale076-000
train0092,images/train0092.jpg,754,285,top,2018-08-29,2018-08-29 23:58:19,whale066,whale066-001
train0093,images/train0093.jpg,299,132,top,2019-08-31,2019-08-31 23:34:23,whale077,whale077-000
train0094,images/train0094.jpg,347,176,top,2017-08-04,2017-08-04 00:00:00,whale078,whale078-000
train0095,images/train0095.jpg,371,144,top,2018-08-25,2018-08-25 23:02:54,whale079,whale079-000
train0096,images/train0096.jpg,392,2079,left,2017-08-05,2017-08-05 21:24:33,whale080,whale080-000
train0097,images/train0097.jpg,474,145,top,2017-08-07,2017-08-07 20:38:23,whale081,whale081-000
train0098,images/train0098.jpg,528,170,top,2019-08-29,2019-08-29 13:18:06,whale082,whale082-000
train0099,images/train0099.jpg,288,1527,left,2017-08-04,2017-08-04 20:56:51,whale083,whale083-000
train0100,images/train0100.jpg,418,138,top,2017-08-07,2017-08-07 20:25:22,whale084,whale084-000
train0101,images/train0101.jpg,639,215,top,2018-08-30,2018-08-30 00:16:17,whale053,whale053-001
train0102,images/train0102.jpg,344,99,top,2018-08-10,2018-08-10 21:16:54,whale012,whale012-000
train0103,images/train0103.jpg,367,135,top,2019-08-26,2019-08-26 11:50:47,whale085,whale085-000
train0104,images/train0104.jpg,263,120,top,2019-08-30,2019-08-30 15:20:32,whale086,whale086-000
train0105,images/train0105.jpg,470,178,top,2018-08-28,2018-08-28 02:27:05,whale087,whale087-000
train0106,images/train0106.jpg,289,121,top,2018-08-30,2018-08-30 00:41:37,whale088,whale088-000
train0107,images/train0107.jpg,331,102,top,2019-08-05,2019-08-05 16:40:00,whale089,whale089-000
train0108,images/train0108.jpg,184,1221,left,2017-08-05,2017-08-05 22:45:46,whale090,whale090-000
train0109,images/train0109.jpg,583,174,top,2018-08-10,2018-08-10 23:26:24,whale056,whale056-001
train0110,images/train0110.jpg,287,1663,right,2017-08-07,2017-08-07 20:34:38,whale091,whale091-000
train0111,images/train0111.jpg,667,234,top,2017-08-19,2017-08-19 20:07:09,whale059,whale059-001
train0112,images/train0112.jpg,387,143,top,2018-08-28,2018-08-28 02:17:42,whale092,whale092-000
train0113,images/train0113.jpg,487,144,top,2018-08-10,2018-08-10 22:45:25,whale015,whale015-001
train0114,images/train0114.jpg,409,160,top,2019-08-29,2019-08-29 13:08:12,whale093,whale093-000
train0115,images/train0115.jpg,602,213,top,2017-08-22,2017-08-22 22:16:21,whale094,whale094-000
train0116,images/train0116.jpg,413,154,top,2019-08-26,2019-08-26 09:33:22,whale027,whale027-000
train0117,images/train0117.jpg,240,86,top,2019-08-26,2019-08-26 10:47:37,whale095,whale095-000
train0118,images/train0118.jpg,339,140,top,2019-08-29,2019-08-29 13:48:29,whale096,whale096-000
train0119,images/train0119.jpg,539,192,top,2018-08-10,2018-08-10 23:57:34,whale097,whale097-000
train0120,images/train0120.jpg,474,193,top,2019-07-30,2019-07-30 20:06:34,whale098,whale098-000
train0121,images/train0121.jpg,307,100,top,2019-08-28,2019-08-28 12:17:03,whale009,whale009-001
train0122,images/train0122.jpg,219,1488,right,2017-08-05,2017-08-05 21:23:40,whale099,whale099-000
train0123,images/train0123.jpg,433,150,top,2018-08-10,2018-08-10 22:42:39,whale100,whale100-000
train0124,images/train0124.jpg,574,215,top,2017-08-07,2017-08-07 20:40:25,whale003,whale003-000
train0125,images/train0125.jpg,696,180,top,2018-08-30,2018-08-30 00:23:52,whale066,whale066-001
train0126,images/train0126.jpg,197,64,top,2019-08-29,2019-08-29 14:50:54,whale101,whale101-000
train0127,images/train0127.jpg,272,93,top,2019-08-29,2019-08-29 12:52:00,whale102,whale102-000
train0128,images/train0128.jpg,637,208,top,2018-08-09,2018-08-09 00:25:18,whale103,whale103-000
train0129,images/train0129.jpg,362,116,top,2019-08-26,2019-08-26 10:32:35,whale035,whale035-000
train0130,images/train0130.jpg,288,109,top,2019-08-05,2019-08-05 17:38:20,whale104,whale104-000
train0131,images/train0131.jpg,401,134,top,2019-08-26,2019-08-26 11:41:10,whale105,whale105-000
train0132,images/train0132.jpg,581,164,top,2018-08-12,2018-08-12 01:37:11,whale106,whale106-000
train0133,images/train0133.jpg,745,209,top,2018-08-29,2018-08-29 23:58:36,whale107,whale107-000
train0134,images/train0134.jpg,377,103,top,2019-08-29,2019-08-29 14:50:54,whale108,whale108-000
train0135,images/train0135.jpg,502,192,top,2017-08-04,2017-08-04 21:16:23,whale072,whale072-001
train0136,images/train0136.jpg,704,240,top,2017-08-07,2017-08-07 20:38:20,whale093,whale093-001
train0137,images/train0137.jpg,381,104,top,2017-08-04,2017-08-04 00:00:00,whale064,whale064-001
train0138,images/train0138.jpg,477,180,top,2018-08-09,2018-08-09 19:02:07,whale109,whale109-000
train0139,images/train0139.jpg,662,201,top,2018-08-10,2018-08-10 22:47:45,whale110,whale110-000
train0140,images/train0140.jpg,393,169,top,2018-08-09,2018-08-09 19:11:29,whale109,whale109-000
train0141,images/train0141.jpg,313,2262,right,2017-08-07,2017-08-07 20:34:43,whale062,whale062-001
train0142,images/train0142.jpg,521,152,top,2019-08-29,2019-08-29 13:08:20,whale066,whale066-000
train0143,images/train0143.jpg,595,197,top,2018-08-29,2018-08-29 02:54:51,whale111,whale111-000
train0144,images/train0144.jpg,507,164,top,2019-08-05,2019-08-05 18:17:21,whale112,whale112-000
train0145,images/train0145.jpg,615,228,top,2017-08-07,2017-08-07 22:08:23,whale113,whale113-000
train0146,images/train0146.jpg,479,152,top,2017-08-05,2017-08-05 23:01:17,whale090,whale090-001
train0147,images/train0147.jpg,280,87,top,2019-08-29,2019-08-29 14:51:10,whale114,whale114-000
train0148,images/train0148.jpg,571,197,top,2018-08-25,2018-08-25 22:33:56,whale025,whale025-000
train0149,images/train0149.jpg,259,153,top,2018-08-29,2018-08-29 23:48:04,whale115,whale115-000
train0150,images/train0150.jpg,564,167,top,2017-08-07,2017-08-07 20:40:09,whale084,whale084-000
train0151,images/train0151.jpg,318,66,top,2019-08-26,2019-08-26 10:32:28,whale035,whale035-000
train0152,images/train0152.jpg,232,101,top,2019-08-28,2019-08-28 12:16:46,whale116,whale116-000
train0153,images/train0153.jpg,672,154,top,2018-08-30,2018-08-30 00:24:08,whale066,whale066-001
train0154,images/train0154.jpg,326,136,top,2018-08-29,2018-08-29 22:32:53,whale117,whale117-000
train0155,images/train0155.jpg,591,192,top,2017-08-19,2017-08-19 20:12:35,whale064,whale064-002
train0156,images/train0156.jpg,294,96,top,2018-08-30,2018-08-30 00:40:02,whale066,whale066-001
train0157,images/train0157.jpg,411,186,top,2018-08-25,2018-08-25 22:22:49,whale028,whale028-000
train0158,images/train0158.jpg,345,83,top,2019-08-26,2019-08-26 18:32:27,whale118,whale118-000
train0159,images/train0159.jpg,349,115,top,2019-08-28,2019-08-28 12:28:32,whale108,whale108-001
train0160,images/train0160.jpg,453,127,top,2019-09-27,2019-09-27 14:29:18,whale119,whale119-000
train0161,images/train0161.jpg,521,221,top,2018-08-12,2018-08-12 00:26:37,whale120,whale120-000
train0162,images/train0162.jpg,487,175,top,2019-08-29,2019-08-29 13:18:10,whale066,whale066-000
train0163,images/train0163.jpg,428,157,top,2018-08-10,2018-08-10 22:02:41,whale121,whale121-000
train0164,images/train0164.jpg,293,154,top,2018-08-29,2018-08-29 23:45:39,whale122,whale122-000
train0165,images/train0165.jpg,515,195,top,2019-08-29,2019-08-29 13:18:27,whale082,whale082-000
train0166,images/train0166.jpg,592,194,top,2018-08-25,2018-08-25 22:19:25,whale028,whale028-000
train0167,images/train0167.jpg,470,158,top,2018-08-10,2018-08-10 21:48:28,whale070,whale070-000
train0168,images/train0168.jpg,400,136,top,2017-08-05,2017-08-05 21:29:42,whale123,whale123-000
train0169,images/train0169.jpg,272,987,left,2017-08-05,2017-08-05 21:24:37,whale124,whale124-000
train0170,images/train0170.jpg,259,93,top,2019-08-30,2019-08-30 15:08:37,whale125,whale125-000
train0171,images/train0171.jpg,381,116,top,2019-08-31,2019-08-31 20:44:24,whale126,whale126-000
train0172,images/train0172.jpg,673,230,top,2017-08-19,2017-08-19 20:07:28,whale127,whale127-000
train0173,images/train0173.jpg,643,193,top,2018-08-30,2018-08-30 00:53:31,whale073,whale073-000
train0174,images/train0174.jpg,656,212,top,2018-08-30,2018-08-30 00:24:55,whale073,whale073-000
train0175,images/train0175.jpg,561,209,top,2018-08-09,2018-08-09 18:54:09,whale128,whale128-000
train0176,images/train0176.jpg,536,192,top,2017-08-04,2017-08-04 21:20:30,whale129,whale129-000
train0177,images/train0177.jpg,418,112,top,2018-08-10,2018-08-10 22:49:54,whale130,whale130-000
train0178,images/train0178.jpg,439,112,top,2019-08-30,2019-08-30 15:06:50,whale033,whale033-000
train0179,images/train0179.jpg,343,1616,right,2017-08-05,2017-08-05 21:23:41,whale017,whale017-001
train0180,images/train0180.jpg,399,135,top,2019-08-30,2019-08-30 15:30:21,whale131,whale131-000
train0181,images/train0181.jpg,789,3206,right,2017-08-07,2017-08-07 20:55:03,whale132,whale132-000
train0182,images/train0182.jpg,529,167,top,2018-08-30,2018-08-30 00:24:07,whale093,whale093-002
train0183,images/train0183.jpg,469,159,top,2018-08-30,2018-08-30 00:12:07,whale133,whale133-000
train0184,images/train0184.jpg,384,111,top,2018-08-30,2018-08-30 00:23:37,whale093,whale093-002
train0185,images/train0185.jpg,485,140,top,2019-08-26,2019-08-26 10:43:17,whale134,whale134-000
train0186,images/train0186.jpg,209,113,top,2018-08-12,2018-08-12 01:33:30,whale135,whale135-000
train0187,images/train0187.jpg,716,278,top,2017-08-25,2017-08-25 02:03:35,whale136,whale136-000
train0188,images/train0188.jpg,330,140,top,2019-08-28,2019-08-28 12:16:45,whale116,whale116-000
train0189,images/train0189.jpg,161,1241,left,2017-08-22,2017-08-22 22:06:06,whale137,whale137-000
train0190,images/train0190.jpg,167,1024,right,2017-08-05,2017-08-05 20:39:10,whale138,whale138-000
train0191,images/train0191.jpg,333,101,top,2019-08-31,2019-08-31 21:19:07,whale139,whale139-000
train0192,images/train0192.jpg,572,203,top,2017-08-24,2017-08-24 21:31:12,whale140,whale140-000
train0193,images/train0193.jpg,425,2048,right,2017-08-04,2017-08-04 19:47:20,whale141,whale141-000
train0194,images/train0194.jpg,409,194,top,2018-08-09,2018-08-09 19:01:39,whale142,whale142-000
train0195,images/train0195.jpg,773,245,top,2018-08-29,2018-08-29 23:42:02,whale136,whale136-001
train0196,images/train0196.jpg,310,1397,right,2017-08-07,2017-08-07 20:34:24,whale093,whale093-003
train0197,images/train0197.jpg,786,169,top,2018-08-29,2018-08-29 23:56:01,whale093,whale093-002
train0198,images/train0198.jpg,366,120,top,2017-08-19,2017-08-19 20:59:15,whale143,whale143-000
train0199,images/train0199.jpg,372,136,top,2017-08-04,2017-08-04 00:00:00,whale144,whale144-000
train0200,images/train0200.jpg,409,160,top,2018-08-25,2018-08-25 23:33:09,whale145,whale145-000
train0201,images/train0201.jpg,276,106,top,2017-08-03,2017-08-03 18:39:38,whale146,whale146-000
train0202,images/train0202.jpg,548,187,top,2018-08-10,2018-08-10 22:44:56,whale093,whale093-004
train0203,images/train0203.jpg,1357,6413,left,2017-08-03,2017-08-03 20:26:55,whale147,whale147-000
train0204,images/train0204.jpg,673,3234,left,2017-08-07,2017-08-07 22:43:47,whale148,whale148-000
train0205,images/train0205.jpg,160,914,left,2017-08-05,2017-08-05 21:42:10,whale149,whale149-000
train0206,images/train0206.jpg,261,104,top,2017-08-07,2017-08-07 19:44:32,whale150,whale150-000
train0207,images/train0207.jpg,503,177,top,2019-08-29,2019-08-29 13:08:32,whale066,whale066-000
train0208,images/train0208.jpg,195,69,top,2019-08-05,2019-08-05 17:52:56,whale151,whale151-000
train0209,images/train0209.jpg,295,101,top,2019-08-29,2019-08-29 12:52:23,whale102,whale102-000
train0210,images/train0210.jpg,440,131,top,2018-08-30,2018-08-30 00:01:00,whale152,whale152-000
train0211,images/train0211.jpg,350,87,top,2019-08-31,2019-08-31 20:52:01,whale126,whale126-000
train0212,images/train0212.jpg,414,136,top,2019-08-30,2019-08-30 15:08:36,whale125,whale125-000
train0213,images/train0213.jpg,472,137,top,2019-08-05,2019-08-05 18:16:56,whale115,whale115-001
train0214,images/train0214.jpg,606,102,top,2019-08-29,2019-08-29 13:08:28,whale010,whale010-001
train0215,images/train0215.jpg,443,195,top,2019-08-28,2019-08-28 12:16:57,whale022,whale022-000
train0216,images/train0216.jpg,477,182,top,2018-08-30,2018-08-30 00:11:12,whale115,whale115-000
train0217,images/train0217.jpg,668,255,top,2017-08-19,2017-08-19 22:01:23,whale080,whale080-001
train0218,images/train0218.jpg,396,192,top,2018-08-09,2018-08-09 19:10:55,whale060,whale060-000
train0219,images/train0219.jpg,494,213,top,2018-08-25,2018-08-25 22:22:35,whale153,whale153-000
train0220,images/train0220.jpg,650,232,top,2018-08-09,2018-08-09 18:42:52,whale108,whale108-002
train0221,images/train0221.jpg,458,144,top,2017-08-04,2017-08-04 20:49:04,whale154,whale154-000
train0222,images/train0222.jpg,722,266,top,2018-08-09,2018-08-09 18:54:10,whale022,whale022-001
train0223,images/train0223.jpg,411,134,top,2019-08-29,2019-08-29 13:47:51,whale155,whale155-000
train0224,images/train0224.jpg,416,119,top,2019-08-31,2019-08-31 23:35:31,whale143,whale143-001
train0225,images/train0225.jpg,582,167,top,2017-08-03,2017-08-03 18:37:02,whale019,whale019-000
train0226,images/train0226.jpg,465,165,top,2018-08-30,2018-08-30 00:02:08,whale107,whale107-000
train0227,images/train0227.jpg,460,168,top,2018-08-28,2018-08-28 23:18:30,whale156,whale156-000
train0228,images/train0228.jpg,419,160,top,2017-08-05,2017-08-05 20:40:17,whale138,whale138-001
train0229,images/train0229.jpg,577,213,top,2018-08-10,2018-08-10 23:43:10,whale157,whale157-000
train0230,images/train0230.jpg,304,118,top,2019-08-29,2019-08-29 14:29:07,whale158,whale158-000
train0231,images/train0231.jpg,438,147,top,2017-08-07,2017-08-07 19:58:53,whale159,whale159-000
train0232,images/train0232.jpg,423,141,top,2019-07-30,2019-07-30 19:34:47,whale160,whale160-000
train0233,images/train0233.jpg,439,104,top,2019-08-29,2019-08-29 13:08:00,whale010,whale010-001
train0234,images/train0234.jpg,552,2784,left,2017-08-05,2017-08-05 21:45:34,whale161,whale161-000
train0235,images/train0235.jpg,568,228,top,2018-08-10,2018-08-10 22:27:09,whale162,whale162-000
train0236,images/train0236.jpg,420,141,top,2019-08-26,2019-08-26 09:40:33,whale148,whale148-001
train0237,images/train0237.jpg,426,119,top,2019-08-26,2019-08-26 10:43:59,whale163,whale163-000
train0238,images/train0238.jpg,306,107,top,2019-08-29,2019-08-29 12:51:43,whale050,whale050-000
train0239,images/train0239.jpg,585,187,top,2018-08-16,2018-08-16 19:22:29,whale164,whale164-000
train0240,images/train0240.jpg,505,176,top,2017-08-04,2017-08-04 19:47:57,whale165,whale165-000
train0241,images/train0241.jpg,213,119,top,2019-08-29,2019-08-29 14:56:13,whale166,whale166-000
train0242,images/train0242.jpg,268,109,top,2019-08-26,2019-08-26 18:35:17,whale167,whale167-000
train0243,images/train0243.jpg,709,248,top,2017-08-07,2017-08-07 20:41:01,whale093,whale093-001
train0244,images/train0244.jpg,301,124,top,2017-08-05,2017-08-05 22:29:11,whale168,whale168-000
train0245,images/train0245.jpg,289,123,top,2019-08-28,2019-08-28 12:42:38,whale074,whale074-000
train0246,images/train0246.jpg,416,113,top,2019-08-05,2019-08-05 18:17:31,whale115,whale115-001
train0247,images/train0247.jpg,319,97,top,2019-08-26,2019-08-26 11:46:55,whale169,whale169-000
train0248,images/train0248.jpg,218,116,top,2019-08-26,2019-08-26 17:56:39,whale170,whale170-000
train0249,images/train0249.jpg,412,144,top,2017-08-04,2017-08-04 00:00:00,whale171,whale171-000
train0250,images/train0250.jpg,401,144,top,2019-08-26,2019-08-26 09:33:44,whale027,whale027-000
train0251,images/train0251.jpg,716,203,top,2019-08-29,2019-08-29 14:04:50,whale015,whale015-000
train0252,images/train0252.jpg,690,267,top,2018-08-08,2018-08-08 19:38:43,whale082,whale082-001
train0253,images/train0253.jpg,286,88,top,2017-08-04,2017-08-04 20:29:21,whale172,whale172-000
train0254,images/train0254.jpg,369,141,top,2019-08-26,2019-08-26 09:36:12,whale027,whale027-000
train0255,images/train0255.jpg,698,248,top,2017-08-22,2017-08-22 22:07:58,whale113,whale113-001
train0256,images/train0256.jpg,638,210,top,2018-08-09,2018-08-09 19:13:35,whale142,whale142-000
train0257,images/train0257.jpg,521,184,top,2017-08-04,2017-08-04 21:17:33,whale173,whale173-000
train0258,images/train0258.jpg,338,123,top,2017-08-03,2017-08-03 18:38:20,whale068,whale068-000
train0259,images/train0259.jpg,507,191,top,2019-08-29,2019-08-29 12:53:33,whale067,whale067-001
train0260,images/train0260.jpg,489,154,top,2019-08-05,2019-08-05 18:05:11,whale174,whale174-000
train0261,images/train0261.jpg,286,105,top,2018-08-29,2018-08-29 23:59:58,whale175,whale175-000
train0262,images/train0262.jpg,546,184,top,2017-08-04,2017-08-04 20:56:27,whale176,whale176-000
train0263,images/train0263.jpg,373,152,top,2017-08-04,2017-08-04 00:00:00,whale069,whale069-001
train0264,images/train0264.jpg,224,994,left,2017-08-05,2017-08-05 21:42:10,whale177,whale177-000
train0265,images/train0265.jpg,458,152,top,2017-08-04,2017-08-04 21:18:26,whale178,whale178-000
train0266,images/train0266.jpg,173,67,top,2019-08-29,2019-08-29 14:29:55,whale179,whale179-000
train0267,images/train0267.jpg,363,130,top,2019-08-05,2019-08-05 16:39:51,whale180,whale180-000
train0268,images/train0268.jpg,442,168,top,2017-08-05,2017-08-05 21:59:48,whale181,whale181-000
train0269,images/train0269.jpg,582,192,top,2019-08-29,2019-08-29 14:02:52,whale015,whale015-000
train0270,images/train0270.jpg,717,229,top,2018-08-25,2018-08-25 22:09:41,whale025,whale025-000
train0271,images/train0271.jpg,515,138,top,2018-08-12,2018-08-12 01:34:53,whale106,whale106-000
train0272,images/train0272.jpg,1152,3801,right,2017-08-25,2017-08-25 02:10:42,whale182,whale182-000
train0273,images/train0273.jpg,1090,4232,right,2017-08-03,2017-08-03 20:24:10,whale183,whale183-000
train0274,images/train0274.jpg,497,193,top,2017-08-19,2017-08-19 22:21:00,whale184,whale184-000
train0275,images/train0275.jpg,401,144,top,2019-07-30,2019-07-30 11:51:32,whale120,whale120-001
train0276,images/train0276.jpg,368,136,top,2017-08-05,2017-08-05 21:29:20,whale185,whale185-000
train0277,images/train0277.jpg,530,169,top,2019-08-29,2019-08-29 13:23:19,whale015,whale015-000
